1,0,3061175590
2,1,260192974
3,1,250668470
4,1,250708587
5,1,253415648
6,1,250880882
7,1,251203001
8,1,251517484
9,1,253626565
10,1,250857707
11,1,251028161
12,1,251718309
13,1,250772631
14,1,252096623
15,1,250813838
16,1,251243747
17,1,250905326
18,1,2000441499
19,1,2000396852
20,1,2000405670
21,1,2000435347
22,1,2000378797
23,1,250762713
24,1,250608765
25,1,250715682
26,1,250673575
27,1,250781128
28,1,250773495
29,1,250844497
30,1,251284424
31,1,250695243
32,1,250752818
33,1,250713360
34,1,250801185
35,1,250705065
36,1,250610411
37,1,250587810
38,1,250696411
39,1,250938868
40,1,251116801
41,1,250601484
42,1,250654930
43,1,250702094
44,1,250615704
45,1,250684373
46,1,250647526
47,1,250635958
48,1,250544578
49,1,250682212
50,1,251103665
51,1,250665701
52,1,250959022
53,1,250683088
54,1,250771869
55,1,250674133
56,1,250764830
57,1,250681185
58,1,250686593
59,1,250599629
60,1,250680866
61,1,250723189
62,1,250903761
63,1,251055890
64,1,251152593
65,1,250585153
66,1,250627656
67,1,250658852
68,1,250561811
69,1,250812145
